Cruise,Station,Deployment,Tube,Subcore,Genus,Species,Abundance
OR1_1114,GS4,1,4,2,Metadesmolaimus,sp1,2
OR1_1114,GS4,1,4,2,Disconema,sp1,3
OR1_1114,GS4,1,4,2,Diplopeltula,sp2,1
OR1_1114,GS4,1,4,2,Setosabatieria,jingjingae,2
OR1_1114,GS4,1,4,2,Campylaimus,minutus,3
OR1_1114,GS4,1,4,2,Pselionema,sp1,1
OR1_1114,GS4,1,4,2,Dichromadora,sp1,1
OR1_1114,GS4,1,4,2,Halalaimus,isaitshikovi,1
OR1_1114,GS4,1,4,2,Abelbolla,huanghaiensis,1
OR1_1114,GS4,1,4,2,Desmoscolex,sp1,3
OR1_1114,GS4,1,4,2,Cervonema,sp1,1
OR1_1114,GS4,1,4,2,Quadricoma,sp3,2
OR1_1114,GS4,1,4,2,Quadricoma,sp6,2
OR1_1114,GS4,1,4,2,Marylynnia,sp1,2
OR1_1114,GS4,1,4,2,Alaimella,cincta,1
OR1_1114,GS4,1,4,2,Leptolaimus,sp1,1
OR1_1114,GS4,1,4,2,Diplopeltoides,sp1,1
OR1_1114,GS4,1,4,2,Desmolaimus,sp1,1
OR1_1114,GS4,1,4,3,Setosabatieria,hilarula,4
OR1_1114,GS4,1,4,3,Laimella,sp1,4
OR1_1114,GS4,1,4,3,Acantholaimus,sp3,3
OR1_1114,GS4,1,4,3,Craspodema,sp1,3
OR1_1114,GS4,1,4,3,Dichromadora,sp1,7
OR1_1114,GS4,1,4,3,Cervonema,tenuicaudatum,5
OR1_1114,GS4,1,4,3,Metalinhomoeus,sp1,2
OR1_1114,GS4,1,4,3,Abelbolla,huanghaiensis,1
OR1_1114,GS4,1,4,3,Halalaimus,gracilis,4
OR1_1114,GS4,1,4,3,Sabatieria,sp2,5
OR1_1114,GS4,1,4,3,Sabatieria,sp1,2
OR1_1114,GS4,1,4,3,Paramonohystera,sp1,1
OR1_1114,GS4,1,4,3,Paracomesoma,sp1,1
OR1_1114,GS4,1,4,3,Dorylaimopsis,sp1,3
OR1_1114,GS4,1,4,3,Metasphaerolaimus,sp1,5
OR1_1114,GS4,1,4,3,Setosabatieria,jingjingae,2
OR1_1114,GS4,1,4,3,Halalaimus,isaitshikovi,6
OR1_1114,GS4,1,4,3,Paramphimonhystrella,elegans,1
OR1_1114,GS4,1,4,3,Halichoanolaimus,sp1,1
OR1_1114,GS4,1,4,3,Axonolaimus,sp2,1
OR1_1114,GS4,1,4,3,Endeolophos,sp1,2
OR1_1114,GS4,1,4,3,Actinonema,sp1,7
OR1_1114,GS4,1,4,3,Metasphaerolaimus,sp2,1
OR1_1114,GS4,1,4,3,Parastomonema,papillosum,1
OR1_1114,GS4,1,4,3,Halalaimus,sp2,1
OR1_1114,GS4,1,4,3,Daptonema,sp1,2
OR1_1114,GS4,1,4,3,Leptolaimus,sp1,1
OR1_1114,GS4,1,4,3,Vasostoma,sp1,2
OR1_1114,GS4,1,4,3,Metalinhomoeus,sp2,1
OR1_1114,GS4,1,4,3,Campylaimus,sp1,1
OR1_1114,GS4,1,4,3,Elzalia,floresi,1
OR1_1114,GS4,1,4,3,Linhomoeus,sp1,2
OR1_1114,GS4,1,4,3,Sphaerolaimus,sp3,3
OR1_1114,GS4,1,4,3,Disconema,sp1,1
OR1_1114,GS4,1,4,3,Campylaimus,minutus,1
OR1_1114,GS4,1,4,3,Paramphimonhystrella,minor,1
OR1_1114,GS4,1,4,3,Halalaimus,sp1,1
OR1_1114,GS4,1,4,3,Daptonema,sp2,1
OR1_1114,GS4,1,4,3,Desmoscolex,sp1,1
OR1_1114,GS4,1,4,3,Quadricoma,sp6,1
OR1_1114,GS4,1,4,3,Aegialoalaimus,sp2,1
OR1_1114,GS4,1,4,3,Chromadorita,sp1,2
OR1_1114,GS4,1,4,3,Desmolaimus,sp1,1
OR1_1114,GS4,1,4,3,Halalaimus,sp5,2
OR1_1114,GS4,1,4,3,Metacyatholaimus,sp1,1
OR1_1114,GC1,2,11,1,Daptonema,sp4,15
OR1_1114,GC1,2,11,1,Axonolaimus,sp1,28
OR1_1114,GC1,2,11,1,Daptonema,sp2,24
OR1_1114,GC1,2,11,1,Metadesmolaimus,sp1,15
OR1_1114,GC1,2,11,1,Setosabatieria,sp1,1
OR1_1114,GC1,2,11,1,Parodontophora,sp1,9
OR1_1114,GC1,2,11,1,Neochromadora,sp1,3
OR1_1114,GC1,2,11,1,Sabatieria,sp3,1
OR1_1114,GC1,2,11,1,Marylynnia,sp1,1
OR1_1114,GC1,2,11,1,Daptonema,sp3,2
OR1_1114,GC1,2,11,1,Elzalia,floresi,1
OR1_1114,GC1,2,11,2,Daptonema,sp4,21
OR1_1114,GC1,2,11,2,Metadesmolaimus,sp1,33
OR1_1114,GC1,2,11,2,Daptonema,sp2,16
OR1_1114,GC1,2,11,2,Parodontophora,sp1,3
OR1_1114,GC1,2,11,2,Axonolaimus,sp1,20
OR1_1114,GC1,2,11,2,Elzalia,floresi,1
OR1_1114,GC1,2,11,2,Paramonohystera,sp1,2
OR1_1114,GC1,2,11,2,Neochromadora,sp1,3
OR1_1114,GC1,2,11,2,Sabatieria,sp2,1
OR1_1114,GC1,2,11,3,Daptonema,sp2,20
OR1_1114,GC1,2,11,3,Neochromadora,sp1,8
OR1_1114,GC1,2,11,3,Metadesmolaimus,sp1,22
OR1_1114,GC1,2,11,3,Axonolaimus,sp1,20
OR1_1114,GC1,2,11,3,Sabatieria,sp3,6
OR1_1114,GC1,2,11,3,Daptonema,sp4,18
OR1_1114,GC1,2,11,3,Oxystomina,sp1,1
OR1_1114,GC1,2,11,3,Sabatieria,sp2,2
OR1_1114,GC1,2,11,3,Desmodorella,sp1,1
OR1_1114,GC1,2,11,3,Elzalia,floresi,1
OR1_1114,GC1,2,11,3,Viscosia,sp2,1
OR1_1114,GC2,1,1,1,Axonolaimus,sp1,25
OR1_1114,GC2,1,1,1,Neochromadora,sp1,8
OR1_1114,GC2,1,1,1,Sabatieria,sp3,1
OR1_1114,GC2,1,1,1,Metadesmolaimus,sp1,4
OR1_1114,GC2,1,1,1,Daptonema,sp2,11
OR1_1114,GC2,1,1,1,Sabatieria,sp2,3
OR1_1114,GC2,1,1,1,Desmodorella,sp1,1
OR1_1114,GC2,1,1,2,Axonolaimus,sp1,16
OR1_1114,GC2,1,1,2,Daptonema,sp2,11
OR1_1114,GC2,1,1,2,Parodontophora,sp1,3
OR1_1114,GC2,1,1,2,Desmodorella,sp1,2
OR1_1114,GC2,1,1,2,Metadesmolaimus,sp1,7
OR1_1114,GC2,1,1,2,Neochromadora,sp1,3
OR1_1114,GC2,1,1,2,Sabatieria,sp3,1
OR1_1114,GC2,1,1,3,Neochromadora,sp1,6
OR1_1114,GC2,1,1,3,Metadesmolaimus,sp1,9
OR1_1114,GC2,1,1,3,Daptonema,sp2,14
OR1_1114,GC2,1,1,3,Axonolaimus,sp1,14
OR1_1114,GC2,1,1,3,Parodontophora,sp1,2
OR1_1114,GC2,1,1,3,Desmodorella,sp1,3
OR1_1114,GC2,1,1,3,Pseudochromadora,galeata,2
OR1_1114,GC2,1,1,3,Eleutherolaimus,sp1,1
OR1_1114,GC2,1,1,3,Sabatieria,sp3,1
OR1_1114,GC2,1,1,3,Chromadorita,sp1,1
OR1_1114,GC2,1,1,3,Quadricoma,sp3,1
OR1_1114,GC2,1,1,3,Epsilonema,sp1,1
OR1_1114,GC3,1,3,1,Axonolaimus,sp1,22
OR1_1114,GC3,1,3,1,Daptonema,sp2,27
OR1_1114,GC3,1,3,1,Sabatieria,sp2,5
OR1_1114,GC3,1,3,1,Daptonema,sp4,2
OR1_1114,GC3,1,3,1,Daptonema,sp1,14
OR1_1114,GC3,1,3,1,Parodontophora,sp1,8
OR1_1114,GC3,1,3,1,Elzalia,floresi,9
OR1_1114,GC3,1,3,1,Actinonema,sp1,2
OR1_1114,GC3,1,3,1,Paramonohystera,sp1,1
OR1_1114,GC3,1,3,1,Marylynnia,sp2,1
OR1_1114,GC3,1,3,1,Neochromadora,sp1,1
OR1_1114,GC3,1,3,1,Sphaerolaimus,sp3,2
OR1_1114,GC3,1,3,1,Metadesmolaimus,sp1,4
OR1_1114,GC3,1,3,1,Campylaimus,minutus,2
OR1_1114,GC3,1,3,2,Neochromadora,sp1,1
OR1_1114,GC3,1,3,2,Metadesmolaimus,sp1,9
OR1_1114,GC3,1,3,2,Daptonema,sp2,38
OR1_1114,GC3,1,3,2,Axonolaimus,sp1,18
OR1_1114,GC3,1,3,2,Actinonema,sp1,4
OR1_1114,GC3,1,3,2,Cobbia,sp2,2
OR1_1114,GC3,1,3,2,Parodontophora,sp1,5
OR1_1114,GC3,1,3,2,Daptonema,sp1,11
OR1_1114,GC3,1,3,2,Elzalia,floresi,1
OR1_1114,GC3,1,3,2,Daptonema,sp4,4
OR1_1114,GC3,1,3,2,Elzalia,sp1,1
OR1_1114,GC3,1,3,2,Paramesacanthion,tricuspis,1
OR1_1114,GC3,1,3,2,Desmodorella,sp1,1
OR1_1114,GC3,1,3,2,Sabatieria,sp2,2
OR1_1114,GC3,1,3,2,Daptonema,sp3,2
OR1_1114,GC3,1,3,3,Daptonema,sp2,16
OR1_1114,GC3,1,3,3,Daptonema,sp1,26
OR1_1114,GC3,1,3,3,Sabatieria,sp2,4
OR1_1114,GC3,1,3,3,Axonolaimus,sp1,24
OR1_1114,GC3,1,3,3,Elzalia,floresi,9
OR1_1114,GC3,1,3,3,Parodontophora,sp1,6
OR1_1114,GC3,1,3,3,Desmodorella,sp1,3
OR1_1114,GC3,1,3,3,Daptonema,sp4,1
OR1_1114,GC3,1,3,3,Metadesmolaimus,sp1,2
OR1_1114,GC3,1,3,3,Abelbolla,huanghaiensis,1
OR1_1114,GC3,1,3,3,Dichromadora,sp1,1
OR1_1114,GC3,1,3,3,Halalaimus,sp6,1
OR1_1114,GC3,1,3,3,Halalaimus,sp5,1
OR1_1114,GC3,1,3,3,Actinonema,sp1,1
OR1_1114,GC3,1,3,3,Halalaimus,gracilis,1
OR1_1114,GC3,1,3,3,Desmoscolex,sp1,1
OR1_1114,GC3,1,3,3,Daptonema,sp3,2
OR1_1114,GC4,1,6,1,Elzalia,floresi,5
OR1_1114,GC4,1,6,1,Sphaerolaimus,sp1,5
OR1_1114,GC4,1,6,1,Setosabatieria,sp1,3
OR1_1114,GC4,1,6,1,Daptonema,sp4,14
OR1_1114,GC4,1,6,1,Sabatieria,sp3,27
OR1_1114,GC4,1,6,1,Sabatieria,sp2,14
OR1_1114,GC4,1,6,1,Paramphimonhystrella,longispicula,1
OR1_1114,GC4,1,6,1,Daptonema,sp2,10
OR1_1114,GC4,1,6,1,Halalaimus,gracilis,8
OR1_1114,GC4,1,6,1,Axonolaimus,sp1,3
OR1_1114,GC4,1,6,1,Metadesmolaimus,sp1,2
OR1_1114,GC4,1,6,1,Theristus,sp2,2
OR1_1114,GC4,1,6,1,Promonhystera,faber,3
OR1_1114,GC4,1,6,1,Dorylaimopsis,sp2,3
OR1_1114,GC4,1,6,2,Daptonema,sp2,17
OR1_1114,GC4,1,6,2,Sabatieria,sp2,9
OR1_1114,GC4,1,6,2,Sphaerolaimus,sp1,1
OR1_1114,GC4,1,6,2,Daptonema,sp4,8
OR1_1114,GC4,1,6,2,Elzalia,floresi,9
OR1_1114,GC4,1,6,2,Halalaimus,gracilis,11
OR1_1114,GC4,1,6,2,Paramphimonhystrella,minor,1
OR1_1114,GC4,1,6,2,Marylynnia,sp1,1
OR1_1114,GC4,1,6,2,Theristus,sp2,3
OR1_1114,GC4,1,6,2,Paramonohystera,sp1,9
OR1_1114,GC4,1,6,2,Setosabatieria,sp1,1
OR1_1114,GC4,1,6,2,Laimella,sp1,1
OR1_1114,GC4,1,6,2,Promonhystera,faber,1
OR1_1114,GC4,1,6,2,Axonolaimus,sp1,2
OR1_1114,GC4,1,6,3,Elzalia,floresi,8
OR1_1114,GC4,1,6,3,Daptonema,sp4,12
OR1_1114,GC4,1,6,3,Halalaimus,gracilis,12
OR1_1114,GC4,1,6,3,Sabatieria,sp3,15
OR1_1114,GC4,1,6,3,Sabatieria,sp2,16
OR1_1114,GC4,1,6,3,Sphaerolaimus,sp1,1
OR1_1114,GC4,1,6,3,Promonhystera,faber,3
OR1_1114,GC4,1,6,3,Setosabatieria,sp1,5
OR1_1114,GC4,1,6,3,Daptonema,sp2,8
OR1_1114,GC4,1,6,3,Axonolaimus,sp1,6
OR1_1114,GC4,1,6,3,Metadesmolaimus,sp1,3
OR1_1114,GC4,1,6,3,Paramonohystera,sp1,1
OR1_1114,GC4,1,6,3,Parodontophora,sp1,5
OR1_1114,GC4,1,6,3,Parodontophora,sp2,1
OR1_1114,GC4,1,6,3,Cobbia,sp2,1
OR1_1114,GC4,1,6,3,Dorylaimopsis,sp2,2
OR1_1114,GC4,1,6,3,Eleutherolaimus,sp1,1
